SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
938,210120204700528,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20210120,024600,20210120,024657,127.9708,37.5758,20210120,024852,20210120,030809,20210120,155249,20210120,050837,20210120,052936,001917,020028,14,10,0.0,강원도,횡성군,공근면,공근리,79,,임야,산불,사유림,임야,산중턱,기타 입산자실화,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,92,16,22,2,0,0,52,0,9,맑음,6.0,31,225.0,4.0,
939,210124212902561,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20210124,054700,20210124,054756,127.826,37.6715,20210124,054857,20210124,055912,20210124,212607,20210124,092607,20210124,092607,001015,032655,10,10,0.0,강원도,홍천군,홍천읍,하오안리,산 137,,임야,산불,사유림,임야,산아래,기타,기타,기타,전기적 요인,절연열화에 의한 단락,기타,기타,,,,17,10,0,7,0,0,0,0,3,맑음,7.0,62,180.0,4.0,
940,210205180802832,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,북평119지역대,20210205,021900,20210205,021927,128.6821,37.4604,20210205,022035,20210205,022909,20210205,162408,20210205,071113,20210205,073238,000834,044204,15,15,4.0,강원도,정선군,북평면,장열리,74,,임야,산불,국유림,임야,산아래,기타,"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,,140,30,21,8,16,0,65,0,30,맑음,5.0,47,225.0,8.0,강풍 주의보
941,210209175141105,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,신기119지역대,20210209,011600,20210209,011622,129.0564,37.3614,20210209,011657,20210209,013335,20210209,161800,20210209,060000,20210209,090637,001638,042625,20,12,0.0,강원도,삼척시,신기면,서하리,131,,임야,산불,사유림,임야,평지,기타,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등",나무,"가연성물질의 급격한 연소/기상(건조, 강풍 등)/화재인지,신고 지연",369,61,47,24,103,0,103,31,43,맑음,6.0,27,315.0,4.0,건조 주의보
942,210218083220387,0,0,0,264,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210210,021200,20210210,021257,128.0227,37.6436,20210210,021344,20210210,023140,20210210,145025,20210210,035015,20210210,041325,001756,011835,23,23,19.0,강원도,홍천군,동면,좌운리,80,,임야,산불,사유림,임야,산정상,기타 입산자실화,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",기타,기타,,,,41,6,0,0,0,0,0,35,3,맑음,6.0,70,135.0,4.0,
943,210216173752338,0,0,0,0,강원소방본부,강릉소방서,옥계119안전센터,,20210216,022600,20210216,022624,129.024,37.6084,20210216,022906,20210216,024523,20210216,164452,20210216,053408,20210216,090512,001617,024845,29,1,0.0,강원도,강릉시,옥계면,현내리,107,,임야,산불,사유림,임야,산정상,미상,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,209,73,60,5,0,0,71,0,32,맑음,1.0,30,315.0,8.0,
944,210218142138415,0,0,0,0,강원소방본부,화천소방서,사내119안전센터,,20210217,044000,20210217,044000,,,20210217,044600,20210217,045100,20210217,182300,20210218,075300,20210218,084000,000500,150200,38,8,0.0,강원도,화천군,사내면,명월리,1043,,임야,산불,국유림,임야,산중턱,군.경사격장으로부터확대,"폭발물, 폭죽","폭탄, 탄약",화학적 요인,자연발화,"종이,목재,건초등",건초,"종이,목재,건초등",건초,"기상(건조, 강풍 등)",144,18,32,4,10,50,30,0,19,맑음,-8.0,34,0.0,4.0,
945,210219034710461,0,0,0,49636,강원소방본부,양양소방서,양양119안전센터,,20210218,101400,20210218,101429,,,20210218,101521,20210218,122400,20210218,011757,20210219,041540,20210219,043232,000839,055140,7,7,0.0,강원도,양양군,양양읍,사천리,,사천길 67,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등",나무,"가연성물질의 급격한 연소/기상(건조, 강풍 등)/화재인지,신고 지연",1028,172,238,43,300,0,182,93,676,맑음,-1.0,32,225.0,8.0,건조 경보
946,210220203525390,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210220,011300,20210220,011300,,,20210220,011400,20210220,013600,20210220,151521,20210220,070000,20210220,070000,002200,052400,22,18,20.0,강원도,화천군,상서면,다목리,140-1,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,"종이,목재,건초등",나무,"기상(건조, 강풍 등)",241,14,8,4,20,150,45,0,18,맑음,14.0,55,270.0,4.0,
947,210221145751105,0,0,0,4857,강원소방본부,정선소방서,임계119안전센터,여량면119지역대,20210220,035000,20210220,035005,128.7422,37.5178,20210220,035038,20210220,040708,20210220,094036,20210220,094036,20210221,103036,001630,173328,29,28,12.0,강원도,정선군,여량면,구절리,202,중동길 159,임야,산불,국유림,임야,산아래,기타,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",기타,기타,기타,기타,"기타/가연성물질의 급격한 연소/기상(건조, 강풍 등)",421,48,42,15,60,0,238,18,53,맑음,12.0,30,45.0,4.0,
948,210222164505325,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210222,021100,20210222,021118,127.8389,38.0286,20210222,021146,20210222,021844,20210222,144400,20210222,030600,20210222,033444,000658,004716,22,22,5.0,강원도,화천군,간동면,간척리,,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,,,,81,18,17,6,10,0,30,0,14,맑음,14.0,39,270.0,4.0,건조 주의보
949,210226192522750,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,북방119지역대,20210226,013300,20210226,013351,127.7667,37.7444,20210226,013751,20210226,020558,20210226,143015,20210226,060000,20210226,060515,002807,035402,21,0,16.0,강원도,홍천군,북방면,전치곡리,,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,106,25,15,6,20,0,30,10,10,맑음,10.0,35,90.0,4.0,
950,210311191321278,0,1,1,6751,강원소방본부,영월소방서,중동119안전센터,김삿갓119지역대,20210311,024600,20210311,024653,128.5572,37.1139,20210311,024705,20210311,025800,20210311,171209,20210312,075631,20210312,090747,001055,165831,16,19,5.0,강원도,영월군,김삿갓면,대야리,142,,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","기타(종이,목재,건초등)","종이,목재,건초등","기타(종이,목재,건초등)","가연성물질의 급격한 연소/기상(건조, 강풍 등)",164,26,28,25,27,0,58,0,21,맑음,17.0,17,225.0,4.0,
951,210312231822962,0,0,0,0,강원소방본부,영월소방서,중동119안전센터,김삿갓119지역대,20210312,071100,20210312,071136,128.5561,37.1135,20210312,071224,20210312,072840,20210312,223716,20210312,103916,20210312,103916,001616,031036,18,24,8.0,강원도,영월군,김삿갓면,대야리,138-3,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,33,14,2,2,0,0,15,0,8,비,7.0,62,90.0,4.0,
952,210323222101726,0,0,0,9900,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20210323,035200,20210323,035214,127.9725,37.7758,20210323,035541,20210323,035717,20210323,194808,20210324,124000,20210324,110000,000136,084243,13,13,0.0,강원도,홍천군,화촌면,성산리,18,성산로 210-13,임야,산불,사유림,임야,산중턱,미상,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,"종이,목재,건초등",나무,"기상(건조, 강풍 등)",310,50,51,14,60,0,0,135,33,맑음,17.0,25,315.0,8.0,
953,210330173459252,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20210330,021100,20210330,021109,129.2102,37.1496,20210330,021138,20210330,021740,20210330,155300,20210330,070000,20210330,070000,000602,044220,55,18,1.0,강원도,삼척시,가곡면,탕곡리,23,,임야,산불,사유림,임야,산중턱,기타 입산자실화,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,기타,197,47,30,10,0,0,110,0,22,맑음,16.0,26,90.0,8.0,
954,210331222718859,0,0,0,67716,강원소방본부,정선소방서,신동119안전센터,,20210331,033500,20210331,033510,128.622,37.2547,20210331,033545,20210331,035545,20210331,182010,20210401,124630,20210401,022046,002000,205045,32,15,0.0,강원도,정선군,신동읍,운치리,757,운치길 293-22,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","기타(불꽃,불티)",부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등","기타(종이,목재,건초등)","종이,목재,건초등","기타(종이,목재,건초등)",기타/가연성물질의 급격한 연소,302,33,39,19,34,0,177,0,186,맑음,22.0,8,225.0,4.0,건조 주의보
955,210403105358816,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,동면119지역대,20210331,035600,20210331,045648,,,20210331,050003,20210331,051605,20210331,081000,20210401,110000,20210401,110000,001602,174355,12,12,10.0,강원도,양구군,양구읍,도사리,1,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,기타,기타,,98,10,21,0,0,0,67,0,15,맑음,20.0,13,315.0,4.0,
956,210417112330703,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210417,093300,20210417,093354,127.9226,37.6323,20210417,093417,20210417,094541,20210417,100353,20210417,101440,20210417,103146,001124,002859,10,10,6.0,강원도,홍천군,동면,월운리,120,,임야,산불,사유림,임야,산아래,미상,미상,미상,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",54,14,2,5,0,0,33,0,12,맑음,9.0,62,225.0,4.0,
957,210417173146843,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20210417,120400,20210417,120442,128.6374,37.5927,20210417,120517,20210417,122702,20210417,004521,20210417,013150,20210417,014222,002145,010448,42,16,0.0,강원도,평창군,진부면,봉산리,,,임야,산불,공유림,임야,산정상,미상,미상,미상,미상,미상,기타,기타,,,,53,11,0,3,18,0,21,0,7,맑음,14.0,29,180.0,,
958,210418144852708,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,,20210418,010000,20210418,010059,128.5861,37.4106,20210418,010140,20210418,011847,20210418,143448,20210418,023448,20210418,023448,001707,011601,16,16,23.0,강원도,정선군,정선읍,회동리,323-1,청량길 24,임야,산불,국유림,임야,평지,기타,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",,,,31,25,0,2,0,0,4,0,12,맑음,13.0,30,90.0,4.0,
959,210420000248751,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20210419,044500,20210419,044554,127.9247,37.5281,20210419,044707,20210419,051242,20210419,190000,20210419,083009,20210419,083249,002535,031727,11,6,0.0,강원도,횡성군,공근면,초원리,산 1,,임야,산불,국유림,임야,산중턱,담뱃불,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,151,33,0,0,0,0,118,0,17,맑음,19.0,30,135.0,4.0,
960,210420190207548,0,1,1,0,강원소방본부,홍천소방서,양덕원119안전센터,,20210420,032200,20210420,032205,127.6887,37.8806,20210420,032311,20210420,034727,20210420,163433,20210420,045209,20210420,070000,002416,010442,17,12,0.0,강원도,홍천군,남면,명동리,32,,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","가연성물질의 급격한 연소/기상(건조, 강풍 등)",64,19,10,10,0,0,25,0,21,맑음,26.0,22,315.0,4.0,
961,210421171836514,0,0,0,3850,강원소방본부,평창소방서,대관령119안전센터,,20210421,122000,20210421,122045,128.6438,37.6787,20210421,122234,20210421,123246,20210421,135931,20210421,025124,20210421,025618,001012,021838,56,7,0.0,강원도,평창군,대관령면,유천리,111-1,경강로 4605-23,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,177,20,33,12,30,0,53,29,22,맑음,24.0,29,315.0,4.0,
962,210421165227471,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,,20210421,010800,20210421,010850,128.0482,38.1869,20210421,011010,20210421,013504,20210421,133925,20210421,015512,20210421,024554,002454,002008,30,30,13.0,강원도,양구군,동면,비아리,131,,임야,산불,국유림,임야,산아래,기타,"폭발물, 폭죽","폭탄, 탄약",화학적 요인,자연발화,"종이,목재,건초등","풀, 나뭇잎",,,,52,7,0,2,0,40,3,0,5,맑음,26.0,17,315.0,4.0,
963,210421182048542,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210421,043100,20210421,043157,127.7322,38.13,20210421,043313,20210421,043919,20210421,164157,20210421,044406,20210421,050442,000606,000447,5,5,0.0,강원도,화천군,화천읍,풍산리,1378-1,,임야,산불,사유림,임야,평지,미상,미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",,,,28,20,0,3,0,0,5,0,10,맑음,27.0,9,135.0,4.0,
964,210422165216174,0,0,0,2959,강원소방본부,철원소방서,동송119안전센터,,20210422,012700,20210422,012707,127.2352,38.2433,20210422,012825,20210422,013723,20210422,135918,20210422,021618,20210422,031018,000858,003855,14,7,0.0,강원도,철원군,동송읍,대위리,32,,임야,산불,사유림,임야,산중턱,성묘객으로부터화재,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,기타 쓰레기,"종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",52,24,0,4,4,0,0,20,16,맑음,26.0,31,90.0,4.0,
965,210428095948825,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20210425,023200,20210425,023201,128.0544,37.3039,20210425,023516,20210425,031325,20210425,160845,20210425,054224,20210425,060524,003809,022859,24,8,0.0,강원도,원주시,신림면,성남리,160,,임야,산불,공유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)/원거리 소방서",126,20,16,2,11,0,77,0,30,맑음,20.0,31,225.0,4.0,
966,210426184855764,0,0,0,0,강원소방본부,원주소방서,단구119안전센터,,20210426,052900,20210426,052913,127.9553,37.3175,20210426,052958,20210426,053748,20210426,175312,20210426,055312,20210426,062137,000750,001524,4,4,0.0,강원도,원주시,단구동,,896,,임야,산불,사유림,임야,산아래,기타 입산자실화,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,67,25,0,4,8,0,30,0,12,맑음,21.0,23,315.0,4.0,
967,210427160550534,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20210427,011300,20210427,011308,128.1028,38.1483,20210427,011636,20210427,013629,20210427,140429,20210427,022229,20210427,024929,001953,004600,19,19,0.0,강원도,인제군,인제읍,가아리,1,,임야,산불,사유림,임야,산중턱,기타,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"종이,목재,건초등","기타(종이,목재,건초등)",,,,126,20,20,5,17,0,64,0,11,맑음,18.0,37,225.0,4.0,
968,210430083528625,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,,20210429,090700,20210429,090750,129.1636,37.1303,20210429,090937,20210429,092034,20210429,231103,20210430,010542,20210430,010542,001057,034508,61,24,6.0,강원도,삼척시,가곡면,풍곡리,571,가곡천로 905-8,임야,산불,국유림,임야,산정상,기타,기타,기타,자연적인 요인,자연적 재해,"종이,목재,건초등","풀, 나뭇잎",,,,103,28,21,0,0,0,52,2,21,맑음,6.0,95,270.0,4.0,
969,210506211745842,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20210506,053000,20210506,053053,128.1968,38.2543,20210506,053202,20210506,054500,20210506,181000,20210506,062332,20210506,073904,001258,003832,28,20,7.0,강원도,인제군,서화면,심적리,742-2,,임야,산불,국유림,임야,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,81,16,17,7,0,0,41,0,15,맑음,18.0,36,225.0,12.0,
970,210507012553501,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,임원119지역대,20210506,090600,20210506,090640,129.253,37.3529,20210506,090915,20210506,092245,20210506,223934,20210506,103934,20210506,115312,001330,011649,26,22,8.0,강원도,삼척시,원덕읍,갈남리,197-3,삼척로 1852-6,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,110,30,0,0,0,10,70,0,22,맑음,16.0,54,225.0,4.0,
971,210507154634620,0,0,0,101,강원소방본부,삼척소방서,도계119안전센터,,20210507,110500,20210507,110548,129.0825,37.2117,20210507,110834,20210507,112040,20210507,004020,20210507,013020,20210507,024420,001206,020940,39,8,0.0,강원도,삼척시,도계읍,황조리,산 123-1,황조길 61,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,,,,248,50,10,12,50,0,126,0,31,맑음,17.0,46,225.0,,풍랑 주의보
972,210508214458569,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,안흥지역대,20210508,121200,20210508,121220,128.1847,37.4111,20210508,121312,20210508,122927,20210508,135333,20210508,015433,20210508,062202,001615,012506,38,25,15.0,강원도,횡성군,안흥면,상안리,,서동로상안2길 26-25,임야,산불,국유림,임야,산정상,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,95,16,18,2,9,0,0,50,15,맑음,15.0,59,225.0,4.0,풍랑 주의보
